Requirement ID,Framework,CSF Function,CSF Function Description,Category Name,Category Description,Subcategory ID,Subcategory Description,Implementation Example,Implementation Description (Control),Control Owner,Stakeholders,Artifacts,Findings,Control Evaluation Back Link
GV.RR-01 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-01,"Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware
ethical
and continually improving",Ex3: Leaders direct the CISO to maintain a comprehensive cybersecurity risk strategy and review and update it at least annually and after major events,,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-01 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities and Authorities","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-01,"Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware
ethical
and continually improving",Ex4: Conduct reviews to ensure adequate authority and coordination among those responsible for managing cybersecurity risk,The Security Governance Charter establishes CISO authority and accountability with direct CEO reporting and quarterly Board presentations. Coordination reviews occur through weekly security-IT meetings and monthly cross-functional sessions with Legal and Product teams. The hiring strategy (STS1) to add 5 A-tier professionals addresses the 50% understaffing risk (R1).,CPA to Cybersecurity,Steve McMichael,,,WP-17
GV.RR-02 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-02,"Roles
responsibilities
and authorities related to cybersecurity risk management are established
communicated
understood
and enforced",Ex1: Document risk management roles and responsibilities in policy,"Cybersecurity roles are documented in the Information Security Policy and RACI matrix. The security team structure includes: Nadia Khan (Detection & Response Lead), Chris Magann (Vulnerability Management Lead), and Tigan Wang (Vulnerability Management). The CISO reports directly to the CEO with quarterly Board reporting. Risk management authorities are defined for each role with escalation paths.",CPA to Cybersecurity,Steve McMichael,,,WP-18
GV.RR-02 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-02,"Roles
responsibilities
and authorities related to cybersecurity risk management are established
communicated
understood
and enforced",Ex2: Document who is responsible and accountable for cybersecurity risk management activities and how those teams and individuals are to be consulted and informed,,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-02 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-02,"Roles
responsibilities
and authorities related to cybersecurity risk management are established
communicated
understood
and enforced",Ex3: Include cybersecurity responsibilities and performance requirements in personnel descriptions,,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-02 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-02,"Roles
responsibilities
and authorities related to cybersecurity risk management are established
communicated
understood
and enforced","Ex4: Document performance goals for personnel with cybersecurity risk management responsibilities, and periodically measure performance to identify areas for improvement",,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-02 Ex5,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-02,"Roles
responsibilities
and authorities related to cybersecurity risk management are established
communicated
understood
and enforced","Ex5: Clearly articulate cybersecurity responsibilities within operations, risk functions, and internal audit functions",,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-03 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-03,"responsibilities
Adequate resources are allocated commensurate with the cybersecurity risk strategy
roles
and policies",Ex1: Conduct periodic management reviews to ensure that those given cybersecurity risk management responsibilities have the necessary authority,,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-03 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-03,"responsibilities
Adequate resources are allocated commensurate with the cybersecurity risk strategy
roles
and policies",Ex2: Identify resource allocation and investment in line with risk tolerance and response,,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-03 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-03,"responsibilities
Adequate resources are allocated commensurate with the cybersecurity risk strategy
roles
and policies","Ex3: Provide adequate and sufficient people, process, and technical resources to support the cybersecurity strategy",,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-04 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-04,Cybersecurity is included in human resources practices,"Ex1: Integrate cybersecurity risk management considerations into human resources processes (e.g., personnel screening, onboarding, change notification, offboarding)",,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-04 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-04,Cybersecurity is included in human resources practices,"Ex2: Consider cybersecurity knowledge to be a positive factor in hiring, training, and retention decisions",,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-04 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-04,Cybersecurity is included in human resources practices,"Ex3: Conduct background checks prior to onboarding new personnel for sensitive roles, and periodically repeat background checks for personnel with such roles",,CPA to Cybersecurity,Steve McMichael,,,
GV.RR-04 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,"Roles
Responsibilities
and Authorities (GV.RR)","Cybersecurity roles
responsibilities
and authorities to foster accountability
performance assessment
and continuous improvement are established and communicated",GV.RR-04,Cybersecurity is included in human resources practices,"Ex4: Define and enforce obligations for personnel to be aware of, adhere to, and uphold security policies as they relate to their roles",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-01 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-01,"A cybersecurity supply chain risk management program
strategy
objectives
policies
and processes are established and agreed to by organizational stakeholders",Ex1: Establish a strategy that expresses the objectives of the cybersecurity supply chain risk management program,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-01 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-01,"A cybersecurity supply chain risk management program
strategy
objectives
policies
and processes are established and agreed to by organizational stakeholders","Ex2: Develop the cybersecurity supply chain risk management program, including a plan (with milestones), policies, and procedures that guide implementation and improvement of the program, and share the policies and procedures with the organizational stakeholders",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-01 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-01,"A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders","Ex3: Develop and implement program processes based on the strategy, objectives, policies, and procedures that are agreed upon and performed by the organizational stakeholders","Alma Security's SCRM program includes:
- (1) Third party risk management policy with tiered vendor risk levels and commesurate requirements,
- (2) ServiceNow workflows for vendor assessments and onboarding, and
- (3) performance metrics reported quarterly to the Risk Committee. ",CPA to Cybersecurity,Steve McMichael,,,WP-2
GV.SC-01 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-01,"A cybersecurity supply chain risk management program
strategy
objectives
policies
and processes are established and agreed to by organizational stakeholders","Ex4: Establish a cross-organizational mechanism that ensures alignment between functions that contribute to cybersecurity supply chain risk management, such as cybersecurity, IT, operations, legal, human resources, and engineering",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-02 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-02,"communicated
Cybersecurity roles and responsibilities for suppliers
customers
and partners are established
and coordinated internally and externally","Ex1: Identify one or more specific roles or positions that will be responsible and accountable for planning, resourcing, and executing cybersecurity supply chain risk management activities",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-02 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-02,"communicated
Cybersecurity roles and responsibilities for suppliers
customers
and partners are established
and coordinated internally and externally",Ex2: Document cybersecurity supply chain risk management roles and responsibilities in policy,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-02 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-02,"communicated
Cybersecurity roles and responsibilities for suppliers
customers
and partners are established
and coordinated internally and externally",Ex3: Create responsibility matrixes to document who will be responsible and accountable for cybersecurity supply chain risk management activities and how those teams and individuals will be consulted and informed,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-02 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-02,"communicated
Cybersecurity roles and responsibilities for suppliers
customers
and partners are established
and coordinated internally and externally",Ex4: Include cybersecurity supply chain risk management responsibilities and performance requirements in personnel descriptions to ensure clarity and improve accountability,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-02 Ex5,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-02,"communicated
Cybersecurity roles and responsibilities for suppliers
customers
and partners are established
and coordinated internally and externally","Ex5: Document performance goals for personnel with cybersecurity risk management-specific responsibilities, and periodically measure them to demonstrate and improve performance",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-02 Ex6,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-02,"communicated
Cybersecurity roles and responsibilities for suppliers
customers
and partners are established
and coordinated internally and externally","Ex6: Develop roles and responsibilities for suppliers, customers, and business partners to address shared responsibilities for applicable cybersecurity risks, and integrate them into organizational policies and applicable third-party agreements",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-02 Ex7,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-02,"communicated
Cybersecurity roles and responsibilities for suppliers
customers
and partners are established
and coordinated internally and externally",Ex7: Internally communicate cybersecurity supply chain risk management roles and responsibilities for third parties,"SCRM roles are defined in the RACI matrix and communicated through:
- (1) internal procurement team training via Workday,
- (2) supplier contracts with security requirements, and
- (3) RFP templates with mandatory security clauses. Procurement staff complete SCRM certification. Critical suppliers receive formal communication of their cybersecurity responsibilities.",CPA to Cybersecurity,Steve McMichael,,,WP-4
GV.SC-02 Ex8,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-02,"communicated
Cybersecurity roles and responsibilities for suppliers
customers
and partners are established
and coordinated internally and externally",Ex8: Establish rules and protocols for information sharing and reporting processes between the organization and its suppliers,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-03 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management
risk assessment
and improvement processes",Ex1: Identify areas of alignment and overlap with cybersecurity and enterprise risk management,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-03 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management
risk assessment
and improvement processes",Ex2: Establish integrated control sets for cybersecurity risk management and cybersecurity supply chain risk management,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-03 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management
risk assessment
and improvement processes",Ex3: Integrate cybersecurity supply chain risk management into improvement processes,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-03 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management
risk assessment
and improvement processes","Ex4: Escalate material cybersecurity risks in supply chains to senior management, and address them at the enterprise risk management level",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-04 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-04,Suppliers are known and prioritized by criticality,"Ex1: Develop criteria for supplier criticality based on, for example, the sensitivity of data processed or possessed by suppliers, the degree of access to the organization's systems, and the importance of the products or services to the organization's mission","Alma Security maintains a supplier inventory in ServiceNow with criticality ratings based on three factors:
- (1) sensitivity of data processed (with biometric data suppliers rated highest),
- (2) degree of system access granted, and
- (3) importance to the continuous authentication mission. The Third Party Risk Management Policy defines tiering criteria and requires quarterly reviews with CISO and Procurement sign-off.",CPA to Cybersecurity,Steve McMichael,,,WP-20
GV.SC-04 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-04,Suppliers are known and prioritized by criticality,"Ex2: Keep a record of all suppliers, and prioritize suppliers based on the criticality criteria",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-05 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established
prioritized
and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Ex10: Specify in contracts and other agreements the rights and responsibilities of the organization, its suppliers, and their supply chains, with respect to potential cybersecurity risks",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-05 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established
prioritized
and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex2: Include all cybersecurity and supply chain requirements that third parties must follow and how compliance with the requirements may be verified in default contractual language,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-05 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established
prioritized
and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex3: Define the rules and protocols for information sharing between the organization and its suppliers and sub-tier suppliers in agreements,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-05 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established
prioritized
and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex4: Manage risk by including security requirements in agreements based on their criticality and potential impact if compromised,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-05 Ex5,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established
prioritized
and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex5: Define security requirements in service-level agreements (SLAs) for monitoring suppliers for acceptable security performance throughout the supplier relationship lifecycle,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-05 Ex6,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established
prioritized
and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Ex6: Contractually require suppliers to disclose cybersecurity features, functions, and vulnerabilities of their products and services for the life of the product or the term of service",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-05 Ex7,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established
prioritized
and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Ex7: Contractually require suppliers to provide and maintain a current component inventory (e.g., software or hardware bill of materials) for critical products",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-05 Ex8,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established
prioritized
and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex8: Contractually require suppliers to vet their employees and guard against insider threats,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-05 Ex9,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established
prioritized
and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Ex9: Contractually require suppliers to provide evidence of performing acceptable security practices through, for example, self-attestation, conformance to known standards, certifications, or inspections",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-06 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,"Ex1: Perform thorough due diligence on prospective suppliers that is consistent with procurement planning and commensurate with the level of risk, criticality, and complexity of each supplier relationship",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-06 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,Ex2: Assess the suitability of the technology and cybersecurity capabilities and the risk management practices of prospective suppliers,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-06 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,Ex3: Conduct supplier risk assessments against business and applicable cybersecurity requirements,"Vendor due diligence is performed through ServiceNow onboarding workflows requiring:
- (1) security questionnaire completion,
- (2) risk assessment against tiered criteria,
- (3) evidence collection for critical vendors. Assessments must be completed before contract execution. Results inform contract terms including security requirements and audit rights. The Apple Passkey vendor assessment included remediation tracking.",CPA to Cybersecurity,Steve McMichael,,,WP-21
GV.SC-06 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,"Ex4: Assess the authenticity, integrity, and security of critical products prior to acquisition and use",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-07 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-07,"recorded
prioritized
The risks posed by a supplier
their products and services
and other third parties are understood
assessed
responded to
and monitored over the course of the relationship",Ex1: Adjust assessment formats and frequencies based on the third party's reputation and the criticality of the products or services they provide,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-07 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-07,"recorded
prioritized
The risks posed by a supplier
their products and services
and other third parties are understood
assessed
responded to
and monitored over the course of the relationship","Ex2: Evaluate third parties' evidence of compliance with contractual cybersecurity requirements, such as self-attestations, warranties, certifications, and other artifacts",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-07 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-07,"recorded
prioritized
The risks posed by a supplier
their products and services
and other third parties are understood
assessed
responded to
and monitored over the course of the relationship","Ex3: Monitor critical suppliers to ensure that they are fulfilling their security obligations throughout the supplier relationship lifecycle using a variety of methods and techniques, such as inspections, audits, tests, or other forms of evaluation",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-07 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-07,"recorded
prioritized
The risks posed by a supplier
their products and services
and other third parties are understood
assessed
responded to
and monitored over the course of the relationship","Ex4: Monitor critical suppliers, services, and products for changes to their risk profiles, and reevaluate supplier criticality and risk impact accordingly",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-07 Ex5,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-07,"recorded
prioritized
The risks posed by a supplier
their products and services
and other third parties are understood
assessed
responded to
and monitored over the course of the relationship",Ex5: Plan for unexpected supplier and supply chain-related interruptions to ensure business continuity,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-08 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning
response
and recovery activities",Ex1: Define and use rules and protocols for reporting incident response and recovery activities and the status between the organization and its suppliers,,CPA to Cybersecurity,Steve McMichael,,,
